fecha,apertura,maximo,minimo,cierre,volumen,openint
"2009-12-21","11.30000","11.45","11.1","11.12000","106250","0"
"2009-12-22","11.20000","11.2","10.9","11.12000","7300","0"
"2009-12-23","11.13000","11.2","9.33","11.06000","29250","0"
"2009-12-24","10.95000","11.2","10.9","11.20000","2500","0"
"2009-12-28","11.22000","11.4","11.2","11.28000","12400","0"
"2009-12-29","11.30000","11.78","11.3","11.70000","28420","0"
"2009-12-30","11.72000","11.85","11.5","11.70000","143472","0"
"2009-12-31","11.80000","11.8","11.66","11.67340","600","0"
"2010-01-04","11.85000","12","11.8","11.90000","38150","0"
"2010-01-05","11.92000","11.98","11.55","11.77000","58800","0"
"2010-01-06","11.70000","11.7","11.2","11.20000","45768","0"
"2010-01-07","11.30000","11.48","11.2","11.43000","12758","0"
"2010-01-08","11.30000","11.43","11.2","11.26000","11664","0"
"2010-01-11","11.08000","11.15","11","11.02000","32719","0"
"2010-01-12","10.70000","10.8","10.65","10.72000","33165","0"
"2010-01-13","10.24000","10.89","10.24","10.79000","34100","0"
"2010-01-14","10.91000","11.46","10.73","11.46000","8796","0"
"2010-01-15","11.63000","11.63","10.98","11.03000","33950","0"
"2010-01-19","11.09000","11.09","10.85","10.90000","2900","0"
"2010-01-20","10.94000","11.17","10.85","11.17000","48686","0"
"2010-01-21","11.20000","11.2","10.9","11.02000","189158","0"
"2010-01-22","11.01000","11.4","11","11.31000","85978","0"
"2010-01-25","11.46000","11.46","11.26","11.32000","26840","0"
"2010-01-26","11.35000","11.4199","11.2801","11.31000","6200","0"
"2010-01-27","11.39000","11.5","11.3","11.46000","200564","0"
"2010-01-28","11.48000","11.5","11.36","11.45000","20620","0"
"2010-01-29","11.42000","11.42","11.29","11.33000","9461","0"
"2010-02-01","11.40000","11.4","11.15","11.29000","9116","0"
"2010-02-02","11.38000","11.38","11.17","11.32000","1100","0"
"2010-02-03","11.27000","11.35","11.2","11.35000","4960","0"
"2010-02-04","11.25000","11.3","10.89","10.91000","65259","0"
"2010-02-05","10.80000","10.8","10.45","10.65000","28400","0"
"2010-02-08","10.49000","10.6","10.28","10.56000","37400","0"
"2010-02-09","10.70000","10.98","10.7","10.98000","39800","0"
"2010-02-10","11.02000","11.09","10.9","11.09000","45108","0"
"2010-02-11","10.95000","11.11","10.95","11.10000","62177","0"
"2010-02-12","11.09000","11.21","10.995","11.05000","43836","0"
"2010-02-16","11.18000","11.18","11.05","11.18000","140083","0"
"2010-02-17","11.16000","11.3","11.16","11.25000","212490","0"
"2010-02-18","11.16000","11.4","11.1","11.31000","222097","0"
"2010-02-19","11.35000","11.38","11.27","11.35000","42711","0"
"2010-02-22","11.40000","11.4","11.2","11.20000","14069","0"
"2010-02-23","11.17000","11.17","10.68","10.84000","29391","0"
"2010-02-24","10.87000","10.87","10.67","10.74000","12352","0"
"2010-02-25","10.65000","10.65","10.3","10.45000","39700","0"
"2010-02-26","10.41000","10.64","10.37","10.63000","135973","0"
"2010-03-01","10.70000","10.72","10.6","10.68000","4590","0"
"2010-03-02","10.77000","11.19","10.77","11.05000","89421","0"
"2010-03-03","11.05000","11.11","10.95","11.01000","9416","0"
"2010-03-04","10.99000","11.2","10.96","11.20000","13088","0"
"2010-03-05","11.15000","11.24","10.93","11.20000","145709","0"
"2010-03-08","11.19000","11.19","10.9","11.10000","47922","0"
"2010-03-09","11.01000","11.01","10.82","10.94000","31500","0"
"2010-03-10","10.97000","10.98","10.62","10.84000","14928","0"
"2010-03-11","10.82000","10.84","10.5801","10.81000","30342","0"
"2010-03-12","10.87990","10.96","10.75","10.96000","32830","0"
"2010-03-15","10.98000","11.04","10.75","10.90000","20844","0"
"2010-03-16","10.87000","10.999","10.7695","10.91000","8720","0"
"2010-03-17","10.95000","11.05","10.95","10.96000","26562","0"
"2010-03-18","11.00990","11.0099","10.78","10.96000","10190","0"
"2010-03-19","11.00000","11.66","10.8399","11.30000","143607","0"
"2010-03-22","11.23000","11.75","11.19","11.54000","19871","0"
"2010-03-23","11.55000","11.59","11.36","11.59000","4900","0"
"2010-03-24","11.55000","11.6","11.46","11.59000","11100","0"
"2010-03-25","11.60000","11.95","11.44","11.60000","72700","0"
"2010-03-26","11.64000","11.72","11.45","11.58000","70380","0"
"2010-03-29","11.62000","11.65","11.4","11.40000","3591","0"
"2010-03-30","11.44000","11.61","11.34","11.50000","63175","0"
"2010-03-31","11.51000","11.55","11.23","11.38000","51559","0"
"2010-04-01","11.41000","11.57","11.41","11.45000","5026","0"
"2010-04-05","11.53000","11.53","11.31","11.43000","54600","0"
"2010-04-06","11.42420","11.76","11.4242","11.73000","62875","0"
"2010-04-07","11.80000","11.88","11.52","11.53000","27382","0"
"2010-04-08","11.51000","11.6","11.35","11.55000","14700","0"
"2010-04-09","11.60000","11.71","11.45","11.50000","55890","0"
"2010-04-12","11.55000","11.6","11.53","11.60000","7403","0"
"2010-04-13","11.64000","11.64","11.32","11.56000","31301","0"
"2010-04-14","11.50000","11.58","11.42","11.57000","60100","0"
"2010-04-15","11.55000","11.55","11.37","11.51000","18797","0"
"2010-04-16","11.45000","11.51","11.0801","11.12000","17050","0"
"2010-04-19","11.06000","11.2","10.89","11.19000","32850","0"
"2010-04-20","11.18000","11.19","11.05","11.14000","26225","0"
"2010-04-21","11.30000","11.3","10.81","11.08000","25174","0"
"2010-04-22","11.10000","11.35","11","11.35000","12100","0"
"2010-04-23","11.31000","11.31","11.16","11.19000","25340","0"
"2010-04-26","11.15000","11.15","11.07","11.13000","2000","0"
"2010-04-27","11.09000","11.09","10.83","11.00000","51492","0"
"2010-04-28","11.01000","11.04","10.83","10.87000","18588","0"
"2010-04-29","10.90000","11","10.9","10.98000","50700","0"
"2010-04-30","11.15000","11.16","10.86","10.93990","29160","0"
"2010-05-03","10.85000","10.95","10.63","10.95000","15500","0"
"2010-05-04","10.94000","10.95","10.76","10.80000","29101","0"
"2010-05-05","10.76000","10.79","10.53","10.68000","29150","0"
"2010-05-06","10.81000","10.85","10","10.28000","272100","0"
"2010-05-07","10.26000","10.5","10.02","10.44000","56488","0"
"2010-05-10","10.71000","11.27","10.68","10.80000","15677","0"
"2010-05-11","10.75000","10.9","10.42","10.66000","102009","0"
"2010-05-12","10.64000","10.67","10.52","10.67000","13577","0"
"2010-05-13","10.62000","10.71","10.5","10.61000","19697","0"
"2010-05-14","10.56000","10.5899","10.35","10.40000","296443","0"
"2010-05-17","10.44000","10.44","10.18","10.20000","27700","0"
"2010-05-18","10.28000","10.39","10","10.39000","48990","0"
"2010-05-19","10.34000","10.38","10.15","10.30000","187200","0"
"2010-05-20","10.10000","10.2","9.8","10.14000","107043","0"
"2010-05-21","10.11600","10.25","10.09","10.22000","33490","0"
"2010-05-24","10.15000","10.31","9.89","10.12000","3800","0"
"2010-05-25","10.01000","10.23","9.99","10.21000","13300","0"
"2010-05-26","10.21000","10.25","10.03","10.05000","59024","0"
"2010-05-27","10.23000","10.25","9.87","10.23000","14205","0"
"2010-05-28","10.24000","10.25","10.16","10.25000","132923","0"
"2010-06-01","10.35000","10.46","10.17","10.27000","34800","0"
"2010-06-02","10.27000","10.4","10.27","10.37000","20423","0"
"2010-06-03","10.43290","10.55","10.35","10.45000","28503","0"
"2010-06-04","10.47000","10.48","10.3","10.34000","30782","0"
"2010-06-07","10.34000","10.35","10.2","10.28000","37574","0"
"2010-06-08","10.18000","10.18","10.11","10.15000","26900","0"
"2010-06-09","10.24000","10.27","10.1","10.20000","29572","0"
"2010-06-10","10.32000","10.53","10.22","10.45000","26515","0"
"2010-06-11","10.46000","10.52","10.32","10.52000","12435","0"
"2010-06-14","10.49000","10.66","10.459","10.57000","18741","0"
"2010-06-15","10.62000","10.67","10.55","10.60000","7800","0"
"2010-06-16","10.62000","10.62","10.45","10.59000","13310","0"
"2010-06-17","10.70000","10.7","10.43","10.56000","115256","0"
"2010-06-18","10.54000","10.54","10.5","10.54000","7100","0"
"2010-06-21","10.52000","11.31","10.52","11.15000","12468","0"
"2010-06-22","11.13000","11.21","10.53","10.72000","75150","0"
"2010-06-23","10.81000","10.84","10.49","10.70000","341343","0"
"2010-06-24","10.71000","11.19","10.65","10.81000","74151","0"
"2010-06-25","10.72000","10.8","10.5","10.70000","32344","0"
"2010-06-28","10.70000","10.7","10.31","10.38000","35714","0"
"2010-06-29","10.28000","10.49","9.98","10.10000","130800","0"
"2010-06-30","10.04000","10.42","9.9","10.00000","87921","0"
"2010-07-01","10.03000","10.09","9.76","10.02000","35250","0"
"2010-07-02","10.02250","10.22","9.92","10.14000","36645","0"
"2010-07-06","10.15000","10.37","9.87","10.10000","32398","0"
"2010-07-07","10.15000","10.33","10.12","10.25000","45800","0"
"2010-07-08","10.15500","10.3","10.15","10.30000","6625","0"
"2010-07-09","10.41000","10.8499","10.4","10.84990","29700","0"
"2010-07-12","10.74000","10.74","10.4","10.55000","24700","0"
"2010-07-13","10.61000","10.61","10.38","10.54000","25391","0"
"2010-07-14","10.55000","10.64","10.49","10.60000","37600","0"
"2010-07-15","10.59000","10.87","10.55","10.67000","54032","0"
"2010-07-16","10.69000","10.77","10.54","10.68000","53467","0"
"2010-07-19","10.75000","10.9595","10.66","10.78000","83637","0"
"2010-07-20","10.78000","10.78","10.51","10.75000","29560","0"
"2010-07-21","10.74010","11.31","10.7401","10.75000","57067","0"
"2010-07-22","10.78000","10.82","10.6601","10.69000","104264","0"
"2010-07-23","10.62000","10.69","10.45","10.59000","54100","0"
"2010-07-26","10.70000","10.79","10.58","10.67000","20200","0"
"2010-07-27","10.82000","10.87","10.59","10.74000","49161","0"
"2010-07-28","10.67000","10.67","10.54","10.60000","34036","0"
"2010-07-29","10.60000","10.6","10.53","10.60000","259160","0"
"2010-07-30","10.60000","10.6","10.55","10.55000","35251","0"
"2010-08-02","10.60000","10.66","10.49","10.49000","52334","0"
"2010-08-03","10.43000","10.43","10.16","10.17000","91957","0"
"2010-08-04","10.23000","10.2805","10.15","10.20000","57307","0"
"2010-08-05","10.17000","10.3","10.1","10.26000","35773","0"
"2010-08-06","10.24000","10.49","10.23","10.45000","72805","0"
"2010-08-09","10.43000","10.65","10.23","10.63000","21880","0"
"2010-08-10","10.71000","10.71","10.44","10.59000","19775","0"
"2010-08-11","10.55000","10.59","10.13","10.29000","25919","0"
"2010-08-12","10.18000","10.4001","10.18","10.35000","7623","0"
"2010-08-13","10.37000","10.39","10.16","10.20000","57546","0"
"2010-08-16","10.23000","10.62","10.17","10.62000","6994","0"
"2010-08-17","10.76000","10.76","10.49","10.49990","9800","0"
"2010-08-18","10.42000","10.5","10.4","10.50000","12400","0"
"2010-08-19","10.43000","10.43","10.25","10.38000","11121","0"
"2010-08-20","10.35000","10.83","10.35","10.42000","21452","0"
"2010-08-23","10.50000","10.5","10.3","10.32000","13896","0"
"2010-08-24","10.26000","10.29","10.09","10.18000","32800","0"
"2010-08-25","10.12000","10.24","9.99","10.11000","13553","0"
"2010-08-26","10.10000","10.2","10.1","10.17990","12300","0"
"2010-08-27","10.14000","10.238","10.13","10.23800","8605","0"
"2010-08-30","10.24000","10.31","10.17","10.22000","13780","0"
"2010-08-31","10.21000","10.4","10.2","10.36000","18630","0"
"2010-09-01","10.40000","10.53","10.2801","10.51000","11276","0"
"2010-09-02","10.53000","10.59","10.46","10.57000","10558","0"
"2010-09-03","10.60000","10.6","10.4","10.46000","12996","0"
"2010-09-07","10.52000","10.52","10.3","10.35150","28476","0"
"2010-09-08","10.38000","10.42","10.35","10.42000","20300","0"
"2010-09-09","10.56000","10.56","10.32","10.48000","39755","0"
"2010-09-10","10.68000","10.68","10.5","10.64000","49466","0"
"2010-09-13","10.69000","10.72","10.5","10.54000","14867","0"
"2010-09-14","10.57000","10.7","10.45","10.61000","70083","0"
"2010-09-15","10.80000","10.84","10.63","10.78000","24991","0"
"2010-09-16","10.83000","10.83","10.5","10.63000","12300","0"
"2010-09-17","10.75000","11.9","10.71","10.98000","66540","0"
"2010-09-20","10.99000","11.01","10.768","11.00000","13739","0"
"2010-09-21","11.22000","11.22","10.88","10.92000","20409","0"
"2010-09-22","10.89000","11.02","10.79","10.86000","9448","0"
"2010-09-23","10.82000","10.9","10.81","10.83000","12190","0"
"2010-09-24","10.88000","11.07","10.88","11.06000","9419","0"
"2010-09-27","11.09000","11.63","10.91","11.62000","85480","0"
"2010-09-28","11.61000","11.99","11.53","11.65000","43342","0"
"2010-09-29","11.65000","11.7","11.56","11.59000","10645","0"
"2010-09-30","11.63000","11.97","11.38","11.49000","35877","0"
"2010-10-01","11.50000","11.54","10.99","11.25000","54251","0"
"2010-10-04","11.25000","11.25","11.15","11.15000","24454","0"
"2010-10-05","11.17300","11.6","11.1","11.41000","42713","0"
"2010-10-06","11.37000","11.4","11.2799","11.31000","17611","0"
"2010-10-07","11.35000","11.45","11.26","11.28000","56033","0"
"2010-10-08","11.29000","11.58","11.29","11.55000","17412","0"
"2010-10-11","11.56000","11.9","11.56","11.85000","21723","0"
"2010-10-12","11.79000","11.92","11.26","11.80000","42444","0"
"2010-10-13","11.78000","12.2","11.78","12.04000","178565","0"
"2010-10-14","12.16000","12.23","11.82","11.98000","190045","0"
"2010-10-15","12.09000","12.43","12.07","12.43000","387160","0"
"2010-10-18","12.51000","12.82","12.26","12.69000","620715","0"
"2010-10-19","12.97000","12.97","12.5","12.60000","167066","0"
"2010-10-20","12.66000","13","12.6","12.94000","265377","0"
"2010-10-21","13.11000","13.11","12.8","13.02000","156557","0"
"2010-10-22","13.04000","13.17","13","13.01000","211731","0"
"2010-10-25","13.05000","13.4","13.05","13.33000","160499","0"
"2010-10-26","13.47000","13.47","13.23","13.28000","36377","0"
"2010-10-27","13.36000","15.71","13.31","14.92000","1049857","0"
"2010-10-28","14.76000","14.78","13.75","14.17000","325227","0"
"2010-10-29","14.12000","14.44","14.07","14.41000","61740","0"
"2010-11-01","14.46000","15.05","14.35","14.82000","149864","0"
"2010-11-02","14.94000","15.19","13.77","14.25000","209799","0"
"2010-11-03","14.12000","14.55","14.06","14.34950","87693","0"
"2010-11-04","14.40000","15.86","14.35","15.04000","283894","0"
"2010-11-05","15.00000","15.12","14.65","14.92000","59687","0"
"2010-11-08","14.97000","15.18","14.75","14.86000","70740","0"
"2010-11-09","14.85000","15.2","14.56","14.59000","120254","0"
"2010-11-10","14.49000","14.77","14.1","14.68000","78128","0"
"2010-11-11","14.64000","14.99","14.48","14.99000","150321","0"
"2010-11-12","15.04000","15.14","14.08","14.26000","95921","0"
"2010-11-15","14.20000","14.44","14.1","14.39000","376473","0"
"2010-11-16","14.20000","14.2","13.41","13.70000","235512","0"
"2010-11-17","13.75000","13.75","13.53","13.62000","133753","0"
"2010-11-18","13.83000","14.31","13.83","14.10000","62433","0"
"2010-11-19","14.10000","14.43","14.06","14.36000","89023","0"
"2010-11-22","14.47000","14.55","14.3","14.53000","109244","0"
"2010-11-23","14.42000","15.5","14.29","15.20000","525607","0"
"2010-11-24","15.50000","16.709","15.5","16.35000","679989","0"
"2010-11-26","16.54000","17.63","16.54","17.49000","445098","0"
"2010-11-29","17.66000","17.83","17.12","17.44000","206481","0"
"2010-11-30","17.25000","17.63","17.06","17.38000","242773","0"
"2010-12-01","17.78000","18.28","17.28","17.71000","234997","0"
"2010-12-02","17.97000","18.2","17.76","18.09000","279100","0"
"2010-12-03","18.16000","18.3","17.99","18.08000","48777","0"
"2010-12-06","17.87000","18.35","17.87","18.11000","66809","0"
"2010-12-07","18.31000","18.31","17.24","17.50000","468910","0"
"2010-12-08","17.32000","17.49","17.09","17.35000","34455","0"
"2010-12-09","17.08000","17.3","16.93","17.06000","135080","0"
"2010-12-10","17.00000","17.14","16.68","16.74000","48551","0"
"2010-12-13","16.99000","16.99","16.61","16.74000","108218","0"
"2010-12-14","16.75000","16.75","16.21","16.44000","67375","0"
"2010-12-15","16.31000","16.31","15.47","15.51000","96753","0"
"2010-12-16","15.50000","16.1","15.5","15.97000","71827","0"
"2010-12-17","15.97000","16.9","15.97","16.81000","129711","0"
"2010-12-20","16.61000","17.06","16.1","16.26000","220496","0"
"2010-12-21","16.18000","16.28","15.95","16.00000","76292","0"
"2010-12-22","16.00000","16.23","15.89","16.20000","68931","0"
"2010-12-23","16.08000","16.53","16.07","16.12000","35914","0"
"2010-12-27","15.97000","16.95","15.94","16.66000","76494","0"
"2010-12-28","17.01000","17.62","17.01","17.11000","60064","0"
"2010-12-29","17.45000","17.74","17.29","17.42000","71689","0"
"2010-12-30","17.29000","17.45","17.01","17.13000","17191","0"
"2010-12-31","17.01000","17.14","16.87","17.00000","11497","0"
"2011-01-03","17.21000","17.46","17.1601","17.30000","46900","0"
"2011-01-04","17.24000","17.3","16.7","16.94000","34182","0"
"2011-01-05","17.05000","17.1","16.6","17.05000","25981","0"
"2011-01-06","17.20000","17.2","16.15","16.65000","90262","0"
"2011-01-07","16.81000","16.81","16.15","16.61000","72725","0"
"2011-01-10","16.47000","16.47","15.99","16.23000","56480","0"
"2011-01-11","16.44000","16.61","16.06","16.26000","27632","0"
"2011-01-12","16.33000","16.82","16.2","16.42000","38036","0"
"2011-01-13","16.46000","17.26","16.4","16.62000","109121","0"
"2011-01-14","16.70000","16.7","16.45","16.60000","25970","0"
"2011-01-18","16.67000","17.65","16.67","17.43000","68762","0"
"2011-01-19","17.30000","17.7","17.3","17.68000","62794","0"
"2011-01-20","18.27000","18.95","18.01","18.20000","188036","0"
"2011-01-21","18.80000","19.18","18.7","18.88000","222262","0"
"2011-01-24","18.55000","18.9","18.14","18.16000","106956","0"
"2011-01-25","17.99000","18.55","17.75","18.23000","64178","0"
"2011-01-26","18.31000","18.6","18.2","18.39000","52396","0"
"2011-01-27","18.58000","18.58","17.77","17.80000","33572","0"
"2011-01-28","17.70000","17.86","17.27","17.35000","48670","0"
"2011-01-31","17.30000","17.73","17.02","17.57000","79936","0"
"2011-02-01","17.50000","17.5","17.08","17.37000","75263","0"
"2011-02-02","17.38000","17.43","17.2","17.26000","20671","0"
"2011-02-03","17.25000","17.42","17","17.27000","42596","0"
"2011-02-04","17.26000","17.27","17.1","17.12000","14637","0"
"2011-02-07","17.06000","17.1","16.8","16.85000","24205","0"
"2011-02-08","16.84000","17","16.39","17.00000","34918","0"
"2011-02-09","17.05000","17.09","16.43","16.73000","119535","0"
"2011-02-10","16.58000","16.58","16.03","16.15000","108260","0"
"2011-02-11","16.11000","16.17","15.75","16.15000","25787","0"
"2011-02-14","16.06000","16.15","15.82","16.00000","17952","0"
"2011-02-15","15.83000","16.02","15.62","15.90000","30996","0"
"2011-02-16","15.90000","16.3","15.8","16.17000","18005","0"
"2011-02-17","16.20000","16.52","16.1495","16.43000","36979","0"
"2011-02-18","16.40010","16.59","16.11","16.57000","86014","0"
"2011-02-22","16.22000","16.22","15.66","15.92000","60076","0"
"2011-02-23","15.89000","15.9","15.17","15.47000","41569","0"
"2011-02-24","15.38000","15.5","15.21","15.39000","64924","0"
"2011-02-25","15.40000","15.62","15.35","15.56000","19164","0"
"2011-02-28","15.60000","15.68","15.15","15.60000","65890","0"
"2011-03-01","15.58000","15.58","15.1","15.30000","38018","0"
"2011-03-02","15.16000","15.2899","14.85","15.03000","78949","0"
"2011-03-03","15.60000","15.6","15.08","15.33000","45435","0"
"2011-03-04","15.48000","15.52","15.2","15.47000","34680","0"
"2011-03-07","15.50000","15.5","15.31","15.43000","15438","0"
"2011-03-08","15.28000","15.39","14.9","15.20000","47426","0"
"2011-03-09","15.07000","15.22","14.92","15.04000","28123","0"
"2011-03-10","14.75000","14.79","14.49","14.72000","86397","0"
"2011-03-11","14.65000","14.65","14.33","14.60000","75128","0"
"2011-03-14","14.31000","14.35","14","14.20000","126249","0"
"2011-03-15","13.50000","13.93","13.31","13.80000","42426","0"
"2011-03-16","13.75000","13.99","13.5304","13.87000","198224","0"
"2011-03-17","14.00000","14.17","13.78","13.88000","86035","0"
"2011-03-18","13.88000","14.12","13.83","13.90000","150744","0"
"2011-03-21","13.95000","14.36","13.95","14.13000","23895","0"
"2011-03-22","14.00000","14.18","14","14.00000","125396","0"
"2011-03-23","14.00000","14.26","13.98","14.00000","119296","0"
"2011-03-24","14.08000","14.1","14","14.01000","12123","0"
"2011-03-25","13.97000","14.09","13.82","14.09000","35989","0"
"2011-03-28","14.16000","14.28","14.07","14.12000","65095","0"
"2011-03-29","14.07000","14.249","13.86","14.16000","68659","0"
"2011-03-30","14.16000","14.29","14.08","14.15000","251696","0"
"2011-03-31","14.15000","14.28","13.97","14.17000","208755","0"
"2011-04-01","14.17000","14.88","14.17","14.85000","108213","0"
"2011-04-04","14.88000","15.27","14.88","15.25000","31354","0"
"2011-04-05","15.24000","15.45","15.13","15.22000","12919","0"
"2011-04-06","15.19000","15.27","14.891","15.02000","12088","0"
"2011-04-07","14.98000","15.1101","14.57","14.65000","16028","0"
"2011-04-08","14.59000","14.72","14.5899","14.64000","24200","0"
"2011-04-11","14.64000","14.89","14.56","14.57000","25533","0"
"2011-04-12","14.60000","14.6","14.24","14.28000","72738","0"
"2011-04-13","14.33000","14.43","14.3","14.33000","66037","0"
"2011-04-14","14.25000","14.3701","14.09","14.23000","50884","0"
"2011-04-15","14.17000","14.22","14.0599","14.14000","58982","0"
"2011-04-18","13.97000","13.97","13.69","13.70000","83601","0"
"2011-04-19","13.70000","13.88","13.57","13.70000","87662","0"
"2011-04-20","15.00000","15.08","14.3","14.81000","202515","0"
"2011-04-21","14.97000","14.97","14.33","14.49000","28487","0"
"2011-04-25","14.47000","14.85","14.4599","14.74000","40174","0"
"2011-04-26","14.83000","14.87","14.6779","14.75000","101012","0"
"2011-04-27","14.73000","14.88","14.65","14.80000","106119","0"
"2011-04-28","14.89000","14.9","14.75","14.87000","150619","0"
"2011-04-29","14.89000","15.64","14.87","15.45000","204075","0"
"2011-05-02","15.63000","15.8","15.52","15.69000","65869","0"
"2011-05-03","15.80000","15.8","15.08","15.41000","25791","0"
"2011-05-04","15.37000","15.42","15.19","15.26000","35271","0"
"2011-05-05","15.18000","15.18","14.51","14.66000","198989","0"
"2011-05-06","14.70000","14.85","14.65","14.70000","27871","0"
"2011-05-09","14.70000","14.7","14.4","14.70000","54618","0"
"2011-05-10","14.64000","14.84","14.64","14.75000","79918","0"
"2011-05-11","14.78000","15.1","14.72","14.73000","117042","0"
"2011-05-12","14.63000","14.79","14.6","14.73000","104525","0"
"2011-05-13","15.03000","15.28","14.9","15.19000","72262","0"
"2011-05-16","15.19000","15.19","15","15.07000","143533","0"
"2011-05-17","15.10000","15.2","14.95","15.12000","77696","0"
"2011-05-18","15.07000","15.37","15.02","15.26000","83596","0"
"2011-05-19","15.40000","15.5","15.17","15.30000","74462","0"
"2011-05-20","15.29000","15.4","15.26","15.27000","79867","0"
"2011-05-23","15.14000","15.14","14.87","14.89000","60196","0"
"2011-05-24","14.99000","15.0401","14.845","14.85000","92111","0"
"2011-05-25","14.85000","14.87","14.48","14.85000","24886","0"
"2011-05-26","14.85000","14.92","14.4512","14.60000","54342","0"
"2011-05-27","14.74000","14.76","14.55","14.69000","35649","0"
"2011-05-31","14.68000","14.6981","14.42","14.61000","114062","0"
"2011-06-01","14.41000","14.59","14.25","14.45000","75297","0"
"2011-06-02","14.47000","14.53","14.3","14.50000","104810","0"
"2011-06-03","14.37000","14.55","14.33","14.44000","17275","0"
"2011-06-06","14.49000","14.49","14.28","14.35000","41412","0"
"2011-06-07","14.38000","14.56","14.3","14.48000","41254","0"
"2011-06-08","14.44000","14.49","14.3","14.34000","42134","0"
"2011-06-09","14.35000","15.21","14.3311","15.11000","35659","0"
"2011-06-10","15.09000","15.22","14.7","15.12000","48139","0"
"2011-06-13","15.15000","15.15","14.91","14.93000","19107","0"
"2011-06-14","15.08000","15.64","15.04","15.29000","30788","0"
"2011-06-15","15.31000","15.34","14.95","14.97000","20502","0"
"2011-06-16","0.00000","0","14.58","14.72000","11281","0"
"2011-06-17","14.80000","14.83","14.62","14.83000","48729","0"
"2011-06-20","14.81000","15.39","14.7","15.12000","150823","0"
"2011-06-21","15.29000","15.4","14.78","15.29000","186835","0"
"2011-06-22","15.27000","15.33","15.26","15.28000","44641","0"
"2011-06-23","15.13000","15.23","15.13","15.22000","70849","0"
"2011-06-24","15.25000","15.49","15.22","15.25000","121157","0"
"2011-06-27","15.24000","15.24","15.07","15.12000","23747","0"
"2011-06-28","15.04000","15.47","15.04","15.22000","54755","0"
"2011-06-29","0.00000","0","15.1","15.15000","26445","0"
"2011-06-30","15.15000","15.36","15.15","15.34000","44757","0"
"2011-07-01","0.00000","0","15.25","15.32000","12022","0"
