Person,Vote
15131,1
15132,0
15133,1
15134,1
15135,1
15136,0
15137,1
15138,1
15139,0
15140,0
15141,1
15142,0
15143,1
15144,0
15145,1
15146,0
15147,1
15148,1
15149,0
15150,0
15151,1
15152,1
15153,0
15154,0
15155,0
15156,1
15157,1
15158,0
15159,1
15160,1
15161,1
15162,0
15163,0
15164,1
15165,0
15166,0
15167,1
15168,0
15169,1
15170,1
15171,1
15172,0
15173,0
15174,0
15175,0
15176,0
15177,1
15178,0
15179,1
15180,0
15181,0
15182,0
15183,1
15184,0
15185,1
15186,1
15187,1
15188,1
15189,1
15190,0
15191,0
15192,1
15193,1
15194,1
15195,0
15196,1
15197,1
15198,0
15199,0
15200,0
15201,0
15202,1
15203,0
15204,0
15205,0
15206,1
15207,0
15208,0
15209,1
15210,0
15211,1
15212,0
15213,0
15214,1
15215,0
15216,1
15217,0
15218,1
15219,1
15220,1
15221,0
15222,1
15223,1
15224,0
15225,0
15226,1
15227,0
15228,1
15229,1
15230,1
15231,0
15232,0
15233,1
15234,1
15235,1
15236,0
15237,0
15238,1
15239,0
15240,0
15241,1
15242,0
15243,0
15244,0
15245,0
15246,0
15247,0
15248,1
15249,1
15250,0
15251,1
15252,1
15253,1
15254,1
15255,0
15256,0
15257,1
15258,1
15259,0
15260,1
15261,0
15262,0
15263,0
15264,1
15265,1
15266,1
15267,0
15268,0
15269,0
15270,0
15271,0
15272,1
15273,0
15274,0
15275,0
15276,0
15277,1
15278,0
15279,0
15280,1
15281,0
15282,1
15283,0
15284,0
15285,1
15286,0
15287,1
15288,1
15289,1
15290,0
15291,1
15292,0
15293,1
15294,1
15295,0
15296,1
15297,1
15298,0
15299,1
15300,1
15301,1
15302,0
15303,1
15304,1
15305,1
15306,1
15307,1
15308,0
15309,0
15310,1
15311,0
15312,0
15313,0
15314,0
15315,1
15316,1
15317,0
15318,0
15319,0
15320,0
15321,0
15322,0
15323,0
15324,0
15325,1
15326,1
15327,1
15328,0
15329,1
15330,0
15331,1
15332,1
15333,1
15334,0
15335,0
15336,0
15337,1
15338,0
15339,1
15340,0
15341,1
15342,1
15343,1
15344,0
15345,0
15346,1
15347,0
15348,0
15349,1
15350,1
15351,1
15352,1
15353,0
15354,1
15355,0
15356,0
15357,0
15358,0
15359,1
15360,1
15361,1
15362,0
15363,1
15364,0
15365,1
15366,0
15367,0
15368,1
15369,0
15370,1
15371,0
15372,1
15373,0
15374,0
15375,0
15376,1
15377,1
15378,1
15379,0
15380,0
15381,1
15382,0
15383,1
15384,0
15385,1
15386,1
15387,1
15388,1
15389,0
15390,1
15391,0
15392,0
15393,1
15394,0
15395,1
15396,1
15397,0
15398,0
15399,1
15400,1
15401,1
15402,0
15403,1
15404,0
15405,1
15406,1
15407,0
15408,1
15409,0
15410,0
15411,1
15412,0
15413,1
15414,1
15415,0
15416,0
15417,1
15418,0
15419,0
15420,1
15421,1
15422,0
15423,1
15424,1
15425,1
15426,0
15427,0
15428,1
15429,1
15430,1
15431,0
15432,1
15433,1
15434,0
15435,0
15436,1
15437,1
15438,1
15439,1
15440,1
15441,0
15442,1
15443,1
15444,1
15445,0
15446,0
15447,1
15448,0
15449,1
15450,0
15451,1
15452,1
15453,1
15454,1
15455,1
15456,0
15457,1
15458,0
15459,0
15460,1
15461,1
15462,1
15463,1
15464,1
15465,1
15466,1
15467,1
15468,0
15469,0
15470,0
15471,1
15472,0
15473,1
15474,0
15475,0
15476,1
15477,0
15478,0
15479,0
15480,0
15481,0
15482,0
15483,0
15484,0
15485,1
15486,1
15487,1
15488,1
15489,1
15490,0
15491,1
15492,1
15493,0
15494,1
15495,1
15496,0
15497,0
15498,0
15499,0
15500,1
15501,1
15502,0
15503,1
15504,0
15505,0
15506,1
15507,0
15508,1
15509,1
15510,0
15511,1
15512,0
15513,0
15514,0
15515,1
15516,0
15517,1
15518,1
15519,0
15520,1
15521,1
15522,1
15523,1
15524,1
15525,0
15526,1
15527,1
15528,1
15529,0
15530,0
15531,1
15532,1
15533,1
15534,1
15535,0
15536,1
15537,1
15538,0
15539,1
15540,0
15541,1
15542,0
15543,1
15544,0
15545,0
15546,1
15547,0
15548,0
15549,0
15550,1
15551,0
15552,1
15553,0
15554,0
15555,1
15556,1
15557,0
15558,1
15559,1
15560,0
15561,1
15562,0
15563,1
15564,1
15565,1
15566,0
15567,0
15568,1
15569,1
15570,1
15571,1
15572,0
15573,0
15574,1
15575,1
15576,1
15577,0
15578,0
15579,1
15580,0
15581,0
15582,1
15583,0
15584,1
15585,1
15586,0
15587,1
15588,1
15589,1
15590,1
15591,1
15592,1
15593,1
15594,1
15595,0
15596,0
15597,1
15598,1
15599,1
15600,0
15601,1
15602,1
15603,1
15604,0
15605,0
15606,1
15607,0
15608,0
15609,1
15610,0
15611,0
15612,1
15613,0
15614,1
15615,0
15616,1
15617,0
15618,0
15619,0
15620,0
15621,0
15622,1
15623,0
15624,1
15625,0
15626,1
15627,1
15628,0
15629,0
15630,0
15631,1
15632,1
15633,1
15634,1
15635,1
15636,0
15637,0
15638,1
15639,1
15640,1
15641,0
15642,1
15643,1
15644,1
15645,0
15646,0
15647,0
15648,1
15649,0
15650,0
15651,0
15652,0
15653,0
15654,0
15655,0
15656,1
15657,1
15658,0
15659,0
15660,1
15661,1
15662,0
15663,1
15664,0
15665,1
15666,0
15667,1
15668,1
15669,0
15670,0
15671,1
15672,0
15673,0
15674,0
15675,0
15676,0
15677,0
15678,1
15679,0
15680,0
15681,0
15682,0
15683,0
15684,1
15685,1
15686,1
15687,0
15688,1
15689,0
15690,0
15691,1
15692,0
15693,0
15694,0
15695,1
15696,0
15697,1
15698,0
15699,0
15700,0
15701,0
15702,1
15703,1
15704,0
15705,0
15706,0
15707,1
15708,0
15709,0
15710,0
15711,0
15712,0
15713,1
15714,1
15715,1
15716,0
15717,0
15718,0
15719,1
15720,0
15721,0
15722,1
15723,0
15724,1
15725,1
15726,0
15727,0
15728,1
15729,1
15730,1
15731,0
15732,1
15733,1
15734,1
15735,0
15736,0
15737,0
15738,0
15739,0
15740,0
15741,1
15742,1
15743,0
15744,1
15745,1
15746,1
15747,1
15748,1
15749,0
15750,0
15751,0
15752,1
15753,1
15754,1
15755,1
15756,0
15757,0
15758,1
15759,1
15760,0
15761,0
15762,1
15763,1
15764,0
15765,0
15766,1
15767,0
15768,0
15769,0
15770,1
15771,0
15772,0
15773,1
15774,1
15775,1
15776,0
15777,0
15778,1
15779,1
15780,1
15781,0
15782,0
15783,1
15784,1
15785,0
15786,0
15787,1
15788,1
15789,0
15790,0
15791,0
15792,0
15793,0
15794,1
15795,1
15796,0
15797,1
15798,0
15799,1
15800,0
15801,0
15802,0
15803,1
15804,0
15805,1
15806,1
15807,1
15808,0
15809,1
15810,0
15811,1
15812,0
15813,0
15814,0
15815,0
15816,0
15817,1
15818,0
15819,0
15820,0
15821,0
15822,0
15823,1
15824,1
15825,0
15826,1
15827,0
15828,0
15829,0
15830,1
15831,1
15832,1
15833,0
15834,1
15835,1
15836,0
15837,1
15838,1
15839,0
15840,1
15841,1
15842,0
15843,1
15844,1
15845,0
15846,1
15847,0
15848,0
15849,0
15850,1
15851,1
15852,1
15853,0
15854,1
15855,1
15856,0
15857,0
15858,0
15859,1
15860,1
15861,0
15862,0
15863,0
15864,1
15865,1
15866,1
15867,1
15868,1
15869,1
15870,0
15871,1
15872,0
15873,0
15874,0
15875,1
15876,0
15877,0
15878,1
15879,1
15880,1
15881,1
15882,0
15883,0
15884,1
15885,1
15886,0
15887,0
15888,1
15889,1
15890,0
15891,0
15892,1
15893,1
15894,1
15895,0
15896,0
15897,0
15898,0
15899,0
15900,1
15901,1
15902,0
15903,1
15904,1
15905,1
15906,1
15907,1
15908,1
15909,1
15910,0
15911,0
15912,0
15913,0
15914,1
15915,1
15916,1
15917,1
15918,1
15919,1
15920,1
15921,0
15922,0
15923,0
15924,1
15925,0
15926,1
15927,0
15928,1
15929,1
15930,1
15931,1
15932,1
15933,0
15934,0
15935,0
15936,1
15937,1
15938,0
15939,0
15940,1
15941,0
15942,0
15943,1
15944,0
15945,0
15946,0
15947,1
15948,0
15949,1
15950,1
15951,1
15952,1
15953,1
15954,1
15955,0
15956,0
15957,0
15958,0
15959,0
15960,1
15961,0
15962,0
15963,1
15964,1
15965,0
15966,0
15967,1
15968,0
15969,0
15970,1
15971,0
15972,1
15973,0
15974,1
15975,0
15976,1
15977,1
15978,0
15979,0
15980,1
15981,0
15982,0
15983,1
15984,1
15985,1
15986,1
15987,1
15988,0
15989,1
15990,1
15991,0
15992,1
15993,1
15994,0
15995,0
15996,1
15997,1
15998,0
15999,0
16000,0
16001,0
16002,1
16003,0
16004,1
16005,1
16006,1
16007,0
16008,1
16009,1
16010,0
16011,0
16012,0
16013,1
16014,1
16015,0
16016,1
16017,1
16018,1
16019,0
16020,0
16021,1
16022,0
16023,1
16024,0
16025,0
16026,0
16027,0
16028,0
16029,1
16030,0
16031,1
16032,1
16033,1
16034,0
16035,1
16036,1
16037,1
16038,0
16039,1
16040,0
16041,0
16042,0
16043,0
16044,1
16045,1
16046,0
16047,1
16048,1
16049,0
16050,0
16051,1
16052,0
16053,1
16054,1
16055,1
16056,1
16057,0
16058,1
16059,1
16060,0
16061,1
16062,0
16063,0
16064,1
16065,1
16066,1
16067,0
16068,1
16069,0
16070,0
16071,1
16072,1
16073,1
16074,0
16075,0
16076,0
16077,0
16078,0
16079,0
16080,0
16081,1
16082,0
16083,0
16084,0
16085,0
16086,0
16087,1
16088,0
16089,1
16090,0
16091,0
16092,1
16093,1
16094,1
16095,0
16096,0
16097,1
16098,0
16099,0
16100,0
16101,1
16102,0
16103,1
16104,0
16105,0
16106,0
16107,0
16108,0
16109,1
16110,0
16111,1
16112,1
16113,1
16114,0
16115,0
16116,0
16117,1
16118,1
16119,0
16120,1
16121,1
16122,0
16123,0
16124,0
16125,0
16126,0
16127,0
16128,1
16129,0
16130,1
16131,0
16132,0
16133,1
16134,1
16135,1
16136,0
16137,1
16138,1
16139,0
16140,1
16141,1
16142,0
16143,0
16144,1
16145,0
16146,0
16147,1
16148,0
16149,1
16150,0
16151,1
16152,0
16153,1
16154,0
16155,0
16156,1
16157,1
16158,1
16159,1
16160,1
16161,1
16162,0
16163,1
16164,1
16165,0
16166,0
16167,0
16168,0
16169,1
16170,0
16171,1
16172,1
16173,1
16174,1
16175,0
16176,0
16177,1
16178,1
16179,0
16180,0
16181,0
16182,1
16183,0
16184,0
16185,1
16186,1
16187,0
16188,1
16189,0
16190,1
16191,1
16192,1
16193,0
16194,1
16195,0
16196,0
16197,0
16198,0
16199,0
16200,0
16201,1
16202,0
16203,0
16204,0
16205,1
16206,1
16207,1
16208,1
16209,1
16210,0
16211,1
16212,1
16213,0
16214,1
16215,1
16216,1
16217,0
16218,1
16219,1
16220,1
16221,0
16222,1
16223,1
16224,0
16225,0
16226,0
16227,1
16228,1
16229,1
16230,1
16231,0
16232,1
16233,1
16234,1
16235,1
16236,1
16237,1
16238,1
16239,1
16240,0
16241,1
16242,1
16243,0
16244,0
16245,1
16246,1
16247,1
16248,1
16249,0
16250,1
16251,1
16252,1
16253,0
16254,1
16255,1
16256,1
16257,0
16258,0
16259,1
16260,0
16261,1
16262,1
16263,1
16264,0
16265,0
16266,1
16267,1
16268,0
16269,0
16270,0
16271,1
16272,0
16273,0
16274,0
16275,1
16276,1
16277,1
16278,1
16279,1
16280,1
16281,0
16282,1
16283,1
16284,0
16285,1
16286,1
16287,0
16288,1
16289,0
16290,0
16291,0
16292,0
16293,1
16294,0
16295,0
16296,1
16297,0
16298,0
16299,0
16300,1
16301,1
16302,0
16303,1
16304,1
16305,1
16306,1
16307,1
16308,1
16309,0
16310,0
16311,1
16312,0
16313,1
16314,0
16315,0
16316,1
16317,1
16318,1
16319,0
16320,0
16321,0
16322,1
16323,0
16324,0
16325,1
16326,1
16327,1
16328,0
16329,1
16330,0
16331,1
16332,0
16333,0
16334,1
16335,0
16336,0
16337,1
16338,1
16339,1
16340,0
16341,1
16342,1
16343,0
16344,1
16345,1
16346,0
16347,1
16348,1
16349,1
16350,1
16351,1
16352,1
16353,1
16354,1
16355,1
16356,0
16357,1
16358,0
16359,1
16360,1
16361,1
16362,0
16363,0
16364,0
16365,1
16366,0
16367,1
16368,0
16369,1
16370,0
16371,1
16372,1
16373,1
16374,0
16375,1
16376,1
16377,0
16378,0
16379,0
16380,0
16381,1
16382,0
16383,1
16384,1
16385,0
16386,0
16387,1
16388,0
16389,1
16390,1
16391,0
16392,1
16393,1
16394,1
16395,0
16396,0
16397,1
16398,0
16399,0
16400,0
16401,0
16402,0
16403,0
16404,0
16405,0
16406,0
16407,0
16408,1
16409,1
16410,0
16411,1
16412,1
16413,0
16414,1
16415,0
16416,0
16417,1
16418,1
16419,1
16420,1
16421,0
16422,0
16423,0
16424,0
16425,0
16426,0
16427,0
16428,0
16429,1
16430,1
16431,0
16432,1
16433,1
16434,0
16435,0
16436,0
16437,1
16438,0
16439,0
16440,1
16441,1
16442,0
16443,0
16444,0
16445,0
16446,0
16447,0
16448,1
16449,1
16450,0
16451,0
16452,1
16453,0
16454,0
16455,1
16456,1
16457,1
16458,1
16459,1
16460,1
16461,0
16462,0
16463,0
16464,0
16465,0
16466,0
16467,0
16468,1
16469,1
16470,0
16471,0
16472,1
16473,0
16474,1
16475,0
16476,0
16477,0
16478,0
16479,1
16480,1
16481,0
16482,1
16483,0
16484,0
16485,0
16486,0
16487,1
16488,1
16489,1
16490,0
16491,1
16492,0
16493,0
16494,1
16495,0
16496,1
16497,0
16498,1
16499,1
16500,1
16501,0
16502,0
16503,0
16504,0
16505,0
16506,0
16507,1
16508,0
16509,0
16510,1
16511,1
16512,0
16513,1
16514,1
16515,1
16516,1
16517,1
16518,1
16519,0
16520,0
16521,0
16522,0
16523,0
16524,0
16525,0
16526,1
16527,1
16528,0
16529,1
16530,1
16531,0
16532,1
16533,0
16534,1
16535,1
16536,1
16537,1
16538,1
16539,1
16540,1
16541,1
16542,1
16543,0
16544,1
16545,0
16546,0
16547,0
16548,1
16549,1
16550,1
16551,0
16552,0
16553,0
16554,0
16555,1
16556,1
16557,1
16558,1
16559,1
16560,0
16561,0
16562,1
16563,1
16564,1
16565,1
16566,1
16567,0
16568,1
16569,0
16570,1
16571,0
16572,1
16573,0
16574,1
16575,1
16576,1
16577,1
16578,0
16579,1
16580,0
16581,1
16582,1
16583,1
16584,0
16585,1
16586,0
16587,1
16588,1
16589,1
16590,1
16591,0
16592,1
16593,1
16594,1
16595,0
16596,0
16597,0
16598,0
16599,1
16600,0
16601,1
16602,0
16603,0
16604,1
16605,0
16606,0
16607,1
16608,0
16609,1
16610,1
16611,1
16612,0
16613,0
16614,0
16615,0
16616,0
16617,1
16618,0
16619,1
16620,0
16621,0
16622,0
16623,0
16624,0
16625,1
16626,0
16627,0
16628,0
16629,0
16630,1
16631,0
16632,1
16633,1
16634,0
16635,1
16636,1
16637,1
16638,1
16639,1
16640,1
16641,1
16642,0
16643,0
16644,1
16645,0
16646,1
16647,1
16648,0
16649,1
16650,0
16651,0
16652,1
16653,0
16654,0
16655,1
16656,1
16657,0
16658,1
16659,1
16660,0
16661,0
16662,1
16663,1
16664,1
16665,1
16666,1
16667,0
16668,1
16669,1
16670,0
16671,0
16672,0
16673,0
16674,1
16675,0
16676,0
16677,1
16678,0
16679,0
16680,0
16681,1
16682,0
16683,0
16684,0
16685,1
16686,0
16687,1
16688,0
16689,0
16690,1
16691,0
16692,0
16693,1
16694,1
16695,1
16696,1
16697,0
16698,0
16699,0
16700,0
16701,1
16702,1
16703,1
16704,1
16705,1
16706,0
16707,0
16708,1
16709,1
16710,1
16711,1
16712,0
16713,1
16714,1
16715,1
16716,0
16717,1
16718,1
16719,1
16720,1
16721,0
16722,0
16723,1
16724,1
16725,1
16726,0
16727,0
16728,1
16729,0
16730,0
16731,0
16732,0
16733,1
16734,0
16735,0
16736,0
16737,0
16738,1
16739,1
16740,0
16741,0
16742,0
16743,0
16744,1
16745,1
16746,1
16747,1
16748,1
16749,1
16750,1
16751,0
16752,0
16753,0
16754,1
16755,1
16756,1
16757,1
16758,1
16759,0
16760,1
16761,0
16762,0
16763,0
16764,1
16765,0
16766,0
16767,1
16768,0
16769,1
16770,1
16771,0
16772,1
16773,0
16774,0
16775,0
16776,0
16777,0
16778,0
16779,1
16780,0
16781,1
16782,0
16783,0
16784,1
16785,1
16786,0
16787,1
16788,0
16789,1
16790,0
16791,0
16792,0
16793,1
16794,0
16795,0
16796,0
16797,1
16798,1
16799,1
16800,0
16801,1
16802,1
16803,1
16804,1
16805,0
16806,0
16807,1
16808,0
16809,0
16810,0
16811,0
16812,0
16813,0
16814,0
16815,0
16816,1
16817,1
16818,0
16819,0
16820,1
16821,0
16822,1
16823,1
16824,0
16825,0
16826,1
16827,1
16828,1
16829,1
16830,1
16831,0
16832,0
16833,0
16834,0
16835,0
16836,1
16837,1
16838,0
16839,0
16840,0
16841,0
16842,0
16843,1
16844,0
16845,1
16846,1
16847,0
16848,0
16849,1
16850,0
16851,0
16852,1
16853,1
16854,0
16855,0
16856,1
16857,0
16858,1
16859,1
16860,0
16861,1
16862,0
16863,1
16864,1
16865,0
16866,1
16867,0
16868,1
16869,1
16870,1
16871,0
16872,1
16873,0
16874,0
16875,1
16876,1
16877,1
16878,1
16879,1
16880,0
16881,0
16882,0
16883,0
16884,1
16885,1
16886,0
16887,1
16888,1
16889,1
16890,0
16891,1
16892,0
16893,1
16894,1
16895,0
16896,0
16897,0
16898,0
16899,0
16900,1
16901,1
16902,1
16903,0
16904,1
16905,0
16906,1
16907,0
16908,0
16909,1
16910,1
16911,1
16912,0
16913,1
16914,0
16915,0
16916,1
16917,0
16918,0
16919,0
16920,1
16921,0
16922,0
16923,0
16924,1
16925,1
16926,1
16927,1
16928,0
16929,0
16930,0
16931,1
16932,1
16933,1
16934,1
16935,1
16936,1
16937,1
16938,0
16939,1
16940,0
16941,1
16942,1
16943,1
16944,0
16945,0
16946,0
16947,1
16948,0
16949,1
16950,1
16951,1
16952,1
16953,0
16954,0
16955,0
16956,0
16957,1
16958,1
16959,1
16960,0
16961,1
16962,0
16963,1
16964,1
16965,1
16966,1
16967,1
16968,1
16969,0
16970,0
16971,1
16972,1
16973,1
16974,1
16975,0
16976,1
16977,1
16978,1
16979,0
16980,0
16981,0
16982,0
16983,1
16984,1
16985,0
16986,0
16987,1
16988,1
16989,1
16990,1
16991,0
16992,0
16993,1
16994,0
16995,0
16996,1
16997,0
16998,0
16999,1
17000,1
17001,1
17002,0
17003,1
17004,0
17005,1
17006,0
17007,0
17008,0
17009,0
17010,1
17011,1
17012,1
17013,1
17014,0
17015,1
17016,1
17017,0
17018,0
17019,1
17020,1
17021,1
17022,0
17023,0
17024,1
17025,0
17026,0
17027,0
17028,1
17029,1
17030,0
17031,1
17032,0
17033,0
17034,1
17035,1
17036,1
17037,0
17038,0
17039,0
17040,1
17041,1
17042,0
17043,0
17044,1
17045,0
17046,0
17047,0
17048,1
17049,0
17050,1
17051,0
17052,1
17053,1
17054,0
17055,1
17056,0
17057,1
17058,0
17059,0
17060,0
17061,1
17062,1
17063,1
17064,1
17065,1
17066,1
17067,0
17068,1
17069,1
17070,1
17071,1
17072,0
17073,1
17074,0
17075,1
17076,0
17077,1
17078,0
17079,0
17080,1
17081,0
17082,1
17083,1
17084,1
17085,0
17086,0
17087,1
17088,1
17089,1
17090,0
17091,0
17092,0
17093,1
17094,0
17095,1
17096,1
17097,0
17098,0
17099,1
17100,0
17101,1
17102,0
17103,1
17104,1
17105,0
17106,1
17107,0
17108,0
17109,1
17110,0
17111,0
17112,0
17113,0
17114,1
17115,1
17116,0
17117,0
17118,1
17119,1
17120,0
17121,1
17122,1
17123,1
17124,1
17125,0
17126,0
17127,1
17128,1
17129,1
17130,1
17131,1
17132,0
17133,1
17134,1
17135,0
17136,0
17137,0
17138,1
17139,1
17140,1
17141,1
17142,1
17143,0
17144,0
17145,1
17146,1
17147,1
17148,0
17149,1
17150,0
17151,1
17152,1
17153,0
17154,0
17155,0
17156,1
17157,0
17158,0
17159,0
17160,0
17161,0
17162,1
17163,1
17164,1
17165,0
17166,1
17167,1
17168,0
17169,0
17170,1
17171,1
17172,0
17173,1
17174,0
17175,0
17176,1
17177,0
17178,0
17179,1
17180,1
17181,1
17182,1
17183,0
17184,0
17185,0
17186,0
17187,1
17188,0
17189,1
17190,0
17191,0
17192,0
17193,0
17194,0
17195,0
17196,1
17197,0
17198,1
17199,1
17200,1
17201,0
17202,0
17203,0
17204,0
17205,1
17206,1
17207,0
17208,0
17209,1
17210,1
17211,1
17212,0
17213,0
17214,1
17215,1
17216,1
17217,0
17218,0
17219,1
17220,1
17221,1
17222,0
17223,0
17224,0
17225,1
17226,1
17227,0
17228,0
17229,0
17230,0
17231,1
17232,0
17233,1
17234,1
17235,1
17236,1
17237,1
17238,1
17239,0
17240,1
17241,0
17242,0
17243,1
17244,0
17245,1
17246,1
17247,0
17248,1
17249,1
17250,0
17251,1
17252,1
17253,0
17254,0
17255,1
17256,0
17257,1
17258,1
17259,0
17260,1
17261,1
17262,0
17263,0
17264,0
17265,0
17266,1
17267,1
17268,0
17269,1
17270,1
17271,0
17272,0
17273,0
17274,1
17275,0
17276,1
17277,1
17278,0
17279,0
17280,0
17281,0
17282,1
17283,1
17284,0
17285,1
17286,1
17287,0
17288,0
17289,0
17290,1
17291,1
17292,0
17293,1
17294,0
17295,0
17296,1
17297,1
17298,0
17299,0
17300,0
17301,1
17302,1
17303,1
17304,1
17305,1
17306,0
17307,0
17308,1
17309,0
17310,0
17311,0
17312,1
17313,0
17314,0
17315,0
17316,0
17317,0
17318,1
17319,0
17320,1
17321,1
17322,0
17323,0
17324,1
17325,1
17326,1
17327,1
17328,0
17329,1
17330,1
17331,0
17332,1
17333,0
17334,1
17335,0
17336,0
17337,0
17338,0
17339,1
17340,1
17341,0
17342,1
17343,0
17344,1
17345,0
17346,1
17347,0
17348,0
17349,0
17350,1
17351,1
17352,0
17353,0
17354,1
17355,0
17356,0
17357,1
17358,0
17359,1
17360,0
17361,0
17362,0
17363,1
17364,1
17365,1
17366,1
17367,1
17368,0
17369,0
17370,1
17371,0
17372,1
17373,1
17374,1
17375,1
17376,0
17377,1
17378,1
17379,0
17380,1
17381,1
17382,1
17383,0
17384,0
17385,0
17386,0
17387,1
17388,1
17389,1
17390,1
17391,1
17392,0
17393,1
17394,1
17395,1
17396,1
17397,1
17398,1
17399,1
17400,0
17401,1
17402,0
17403,1
17404,1
17405,1
17406,0
17407,0
17408,0
17409,0
17410,1
17411,1
17412,1
17413,0
17414,1
17415,0
17416,0
17417,0
17418,0
17419,0
17420,1
17421,0
17422,1
17423,0
17424,1
17425,1
17426,0
17427,0
17428,1
17429,1
17430,0
17431,0
17432,1
17433,0
17434,0
17435,0
17436,1
17437,0
17438,0
17439,1
17440,1
17441,1
17442,1
17443,1
17444,0
17445,0
17446,1
17447,0
17448,0
17449,0
17450,1
17451,0
17452,1
17453,0
17454,1
17455,0
17456,1
17457,0
17458,1
17459,1
17460,0
17461,0
17462,1
17463,0
17464,0
17465,0
17466,0
17467,1
17468,1
17469,1
17470,1
17471,1
17472,0
17473,0
17474,0
17475,0
17476,1
17477,1
17478,1
17479,0
17480,0
17481,1
17482,1
17483,1
17484,0
17485,1
17486,1
17487,1
17488,1
17489,0
17490,0
17491,1
17492,0
17493,1
17494,1
17495,0
17496,0
17497,1
17498,0
17499,0
17500,1
17501,0
17502,1
17503,0
17504,0
17505,0
17506,1
17507,1
17508,1
17509,1
17510,1
17511,0
17512,1
17513,0
17514,0
17515,0
17516,1
17517,1
17518,1
17519,1
17520,1
17521,0
17522,0
17523,1
17524,1
17525,0
17526,1
17527,1
17528,1
17529,1
17530,0
17531,1
17532,1
17533,0
17534,0
17535,0
17536,0
17537,1
17538,0
17539,1
17540,1
17541,1
17542,1
17543,0
17544,1
17545,1
17546,1
17547,0
17548,0
17549,1
17550,1
17551,1
17552,0
17553,0
17554,0
17555,0
17556,1
17557,1
17558,1
17559,0
17560,0
17561,0
17562,1
17563,0
17564,1
17565,1
17566,0
17567,1
17568,0
17569,1
17570,1
17571,1
17572,1
17573,1
17574,1
17575,0
17576,0
17577,1
17578,0
17579,0
17580,0
17581,0
17582,1
17583,1
17584,1
17585,0
17586,1
17587,0
17588,0
17589,1
17590,0
17591,0
17592,0
17593,1
17594,0
17595,0
17596,0
17597,0
17598,1
17599,1
17600,1
17601,1
17602,1
17603,1
17604,0
17605,1
17606,1
17607,0
17608,1
17609,0
17610,0
17611,1
17612,1
17613,1
17614,1
17615,1
17616,0
17617,0
17618,1
17619,1
17620,1
17621,0
17622,1
17623,1
17624,1
17625,1
17626,0
17627,1
17628,0
17629,0
17630,0
17631,0
17632,1
17633,0
17634,0
17635,0
17636,0
17637,0
17638,1
17639,0
17640,0
17641,0
17642,0
17643,0
17644,1
17645,0
17646,1
17647,0
17648,1
17649,1
17650,1
17651,1
17652,1
17653,1
17654,0
17655,1
17656,1
17657,1
17658,0
17659,1
17660,1
17661,0
17662,0
17663,0
17664,1
17665,0
17666,1
17667,0
17668,0
17669,0
17670,1
17671,0
17672,0
17673,0
17674,1
17675,0
17676,0
17677,1
17678,0
17679,1
17680,1
17681,0
17682,1
17683,1
17684,0
17685,0
17686,1
17687,1
17688,0
17689,0
17690,0
17691,1
17692,1
17693,1
17694,0
17695,1
17696,1
17697,0
17698,0
17699,0
17700,0
17701,1
17702,1
17703,1
17704,0
17705,1
17706,1
17707,1
17708,0
17709,0
17710,0
17711,1
17712,1
17713,1
17714,0
17715,0
17716,0
17717,1
17718,1
17719,0
17720,0
17721,1
17722,0
17723,1
17724,1
17725,0
17726,1
17727,1
17728,1
17729,1
17730,1
17731,0
17732,0
17733,1
17734,0
17735,0
17736,0
17737,1
17738,1
17739,1
17740,0
17741,1
17742,0
17743,1
17744,0
17745,1
17746,1
17747,1
17748,0
17749,0
17750,1
17751,1
17752,0
17753,0
17754,1
17755,0
17756,1
17757,1
17758,1
17759,0
17760,1
17761,0
17762,0
17763,1
17764,0
17765,0
17766,0
17767,1
17768,0
17769,1
17770,1
17771,1
17772,0
17773,1
17774,0
17775,0
17776,0
17777,1
17778,0
17779,0
17780,1
17781,0
17782,0
17783,1
17784,0
17785,0
17786,1
17787,0
17788,1
17789,0
17790,1
17791,1
17792,1
17793,1
17794,1
17795,1
17796,0
17797,0
17798,0
17799,0
17800,0
17801,0
17802,1
17803,1
17804,0
17805,0
17806,0
17807,0
17808,1
17809,1
17810,0
17811,1
17812,0
17813,0
17814,0
17815,0
17816,1
17817,0
17818,0
17819,1
17820,1
17821,0
17822,0
17823,0
17824,1
17825,1
17826,0
17827,0
17828,0
17829,0
17830,0
17831,1
17832,0
17833,1
17834,1
17835,0
17836,1
17837,0
17838,0
17839,1
17840,1
17841,0
17842,0
17843,1
17844,0
17845,1
17846,1
17847,1
17848,1
17849,0
17850,0
17851,1
17852,1
17853,1
17854,1
17855,0
17856,0
17857,0
17858,1
17859,0
17860,1
17861,1
17862,1
17863,0
17864,0
17865,0
17866,0
17867,1
17868,1
17869,0
17870,1
17871,0
17872,0
17873,1
17874,1
17875,1
17876,1
17877,0
17878,1
17879,0
17880,1
17881,0
17882,0
17883,1
17884,1
17885,0
17886,1
17887,0
17888,1
17889,1
17890,0
17891,0
17892,1
17893,0
17894,0
17895,1
17896,1
17897,0
17898,1
17899,1
17900,1
17901,1
17902,0
17903,0
17904,1
17905,0
17906,1
17907,0
17908,1
17909,1
17910,0
17911,1
17912,1
17913,1
17914,1
17915,1
17916,1
17917,1
17918,0
17919,0
17920,1
17921,1
17922,0
17923,0
17924,0
17925,0
17926,1
17927,1
17928,1
