Person,Vote
420,1
421,1
422,1
423,0
424,1
425,0
426,0
427,1
428,0
429,0
430,0
431,0
432,0
433,1
434,1
435,1
436,1
437,0
438,1
439,1
440,1
441,1
442,1
443,0
444,0
445,0
446,0
447,0
448,1
449,0
450,1
451,1
452,0
453,1
454,0
455,1
456,0
457,1
458,0
459,1
460,1
461,1
462,1
463,1
464,1
465,1
466,1
467,0
468,1
469,0
470,1
471,0
472,1
473,1
474,0
475,1
476,0
477,1
478,1
479,1
480,0
481,1
482,1
483,0
484,1
485,1
486,1
487,0
488,0
489,1
490,1
491,1
492,1
493,0
494,0
495,1
496,1
497,0
498,0
499,0
500,0
501,1
502,0
503,0
504,0
505,0
506,1
507,0
508,0
509,0
510,0
511,1
512,0
513,0
514,0
515,0
516,1
517,1
518,0
519,1
520,0
521,1
522,0
523,0
524,1
525,0
526,1
527,0
528,1
529,0
530,1
531,1
532,1
533,0
534,0
535,0
536,1
537,1
538,1
539,1
540,1
541,1
542,1
543,1
544,0
545,0
546,1
547,0
548,1
549,0
550,0
551,1
552,0
553,0
554,0
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,0
564,1
565,1
566,0
567,1
568,0
569,0
570,0
571,1
572,1
573,0
574,0
575,1
576,0
577,0
578,0
579,1
580,1
581,1
582,0
583,1
584,1
585,0
586,1
587,0
588,0
589,1
590,0
591,0
592,1
593,1
594,0
595,1
596,1
597,0
598,0
599,0
600,0
601,1
602,1
603,1
604,1
605,1
606,0
607,1
608,0
609,0
610,0
611,1
612,0
613,0
614,1
615,0
616,1
617,0
618,1
619,1
620,1
621,0
622,0
623,0
624,1
625,1
626,1
627,1
628,1
629,1
630,0
631,0
632,0
633,0
634,0
635,1
636,0
637,0
638,0
639,0
640,1
641,1
642,0
643,0
644,0
645,1
646,1
647,1
648,0
649,0
650,0
651,1
652,0
653,0
654,1
655,1
656,0
657,0
658,0
659,1
660,1
661,1
662,1
663,0
664,1
665,0
666,0
667,0
668,1
669,0
670,1
671,1
672,1
673,0
674,1
675,1
676,0
677,0
678,0
679,0
680,1
681,0
682,1
683,1
684,1
685,1
686,0
687,0
688,1
689,1
690,0
691,1
692,1
693,1
694,1
695,0
696,1
697,1
698,1
699,0
700,0
701,1
702,1
703,1
704,1
705,1
706,0
707,1
708,0
709,1
710,0
711,0
712,1
713,0
714,0
715,1
716,0
717,1
718,1
719,0
720,1
721,1
722,1
723,1
724,1
725,0
726,0
727,1
728,1
729,0
730,0
731,1
732,0
733,1
734,0
735,1
736,0
737,1
738,1
739,0
740,1
741,1
742,1
743,0
744,0
745,1
746,0
747,0
748,1
749,1
750,1
751,1
752,0
753,1
754,0
755,1
756,0
757,0
758,0
759,0
760,0
761,0
762,0
763,1
764,0
765,0
766,1
767,0
768,1
769,0
770,0
771,1
772,0
773,1
774,0
775,1
776,1
777,0
778,1
779,0
780,1
781,1
782,1
783,1
784,1
785,1
786,1
787,0
788,1
789,0
790,0
791,1
792,1
793,1
794,0
795,1
796,1
797,0
798,1
799,0
800,1
801,1
802,1
803,0
804,1
805,0
806,0
807,1
808,0
809,0
810,1
811,0
812,1
813,1
814,1
815,0
816,1
817,0
818,0
819,1
820,0
821,0
822,0
823,0
824,0
825,1
826,1
827,0
828,0
829,1
830,1
831,0
832,1
833,0
834,0
835,1
836,0
837,0
838,1
839,0
840,1
841,0
842,1
843,0
844,1
845,0
846,1
847,1
848,1
849,0
850,0
851,1
852,1
853,1
854,1
855,1
856,0
857,1
858,1
859,0
860,1
861,0
862,1
863,1
864,1
865,1
866,0
867,1
868,0
869,1
870,1
871,0
872,0
873,0
874,0
875,1
876,0
877,0
878,0
879,0
880,0
881,1
882,1
883,0
884,1
885,0
886,1
887,1
888,0
889,0
890,0
891,0
892,0
893,0
894,1
895,0
896,0
897,0
898,1
899,0
900,0
901,1
902,0
903,0
904,1
905,1
906,0
907,0
908,1
909,1
910,1
911,0
912,0
913,1
914,0
915,0
916,0
917,0
918,0
919,1
920,0
921,0
922,1
923,0
924,1
925,1
926,1
927,0
928,1
929,0
930,0
931,1
932,1
933,0
934,1
935,0
936,0
937,1
938,0
939,1
940,0
941,0
942,1
943,1
944,0
945,0
946,0
947,1
948,1
949,1
950,1
951,0
952,0
953,0
954,0
955,1
956,0
957,1
958,1
959,0
960,0
961,0
962,0
963,1
964,1
965,1
966,1
967,1
968,1
969,0
970,0
971,1
972,0
973,1
974,0
975,0
976,1
977,1
978,1
979,1
980,1
981,1
982,1
983,1
984,0
985,1
986,1
987,1
988,1
989,0
990,0
991,0
992,0
993,0
994,0
995,1
996,1
997,0
998,0
999,0
1000,1
1001,1
1002,1
1003,1
1004,0
1005,0
1006,0
1007,1
1008,1
1009,1
1010,1
1011,0
1012,1
1013,0
1014,1
1015,1
1016,0
1017,0
1018,1
1019,1
1020,0
1021,0
1022,0
1023,1
1024,1
1025,0
1026,0
1027,0
1028,0
1029,0
1030,1
1031,1
1032,0
1033,1
1034,0
1035,0
1036,1
1037,1
1038,1
1039,0
1040,0
1041,0
1042,0
1043,0
1044,0
1045,1
1046,1
1047,0
1048,0
1049,0
1050,1
1051,1
1052,0
1053,0
1054,1
1055,1
1056,1
1057,0
1058,0
1059,1
1060,1
1061,0
1062,0
1063,0
1064,1
1065,0
1066,0
1067,1
1068,1
1069,1
1070,1
1071,0
1072,1
1073,1
1074,1
1075,1
1076,0
1077,1
1078,1
1079,0
1080,1
1081,1
1082,1
1083,0
1084,1
1085,0
1086,0
1087,1
1088,1
1089,0
1090,0
1091,1
1092,1
1093,0
1094,0
1095,1
1096,1
1097,1
1098,1
1099,1
1100,0
1101,0
1102,0
1103,1
1104,1
1105,0
1106,1
1107,0
1108,1
1109,0
1110,0
1111,0
1112,1
1113,0
1114,1
1115,1
1116,1
1117,0
1118,1
1119,1
1120,0
1121,1
1122,1
1123,1
1124,1
1125,1
1126,0
1127,0
1128,1
1129,1
1130,1
1131,1
1132,0
1133,0
1134,1
1135,0
1136,0
1137,0
1138,0
1139,0
1140,0
1141,1
1142,0
1143,0
1144,0
1145,1
1146,1
1147,1
1148,1
1149,0
1150,0
1151,1
1152,0
1153,1
1154,1
1155,1
1156,1
1157,0
1158,0
1159,0
1160,0
1161,1
1162,0
1163,1
1164,0
1165,1
1166,1
1167,1
1168,1
1169,1
1170,0
1171,1
1172,0
1173,0
1174,0
1175,1
1176,1
1177,0
1178,0
1179,0
1180,0
1181,1
1182,0
1183,1
1184,0
1185,1
1186,1
1187,0
1188,0
1189,1
1190,0
1191,0
1192,0
1193,1
1194,1
1195,1
1196,1
1197,0
1198,1
1199,1
1200,1
1201,0
1202,1
1203,1
1204,1
1205,0
1206,1
1207,0
1208,0
1209,0
1210,0
1211,1
1212,1
1213,1
1214,0
1215,1
1216,0
1217,0
1218,0
1219,1
1220,0
1221,0
1222,1
1223,0
1224,1
1225,1
1226,1
1227,1
1228,0
1229,1
1230,0
1231,0
1232,0
1233,1
1234,1
1235,1
1236,1
1237,0
1238,1
1239,0
1240,0
1241,1
1242,1
1243,1
1244,0
1245,0
1246,1
1247,1
1248,0
1249,1
1250,0
1251,0
1252,0
1253,0
1254,1
1255,1
1256,0
1257,0
1258,0
1259,1
1260,0
1261,0
1262,1
1263,0
1264,1
1265,1
1266,1
1267,0
1268,1
1269,1
1270,1
1271,1
1272,1
1273,0
1274,0
1275,1
1276,0
1277,1
1278,0
1279,1
1280,0
1281,0
1282,0
1283,0
1284,0
1285,0
1286,1
1287,0
1288,0
1289,0
1290,1
1291,0
1292,0
1293,1
1294,1
1295,0
1296,0
1297,0
1298,1
1299,0
1300,1
1301,1
1302,0
1303,0
1304,0
1305,1
1306,1
1307,1
1308,0
1309,0
1310,0
1311,1
1312,1
1313,0
1314,0
1315,1
1316,0
1317,0
1318,0
1319,1
1320,1
1321,1
1322,0
1323,0
1324,1
1325,1
1326,0
1327,1
1328,1
1329,0
1330,1
1331,1
1332,1
1333,1
1334,1
1335,0
1336,0
1337,0
1338,0
1339,0
1340,0
1341,1
1342,1
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,0
1350,1
1351,0
1352,0
1353,0
1354,0
1355,1
1356,1
1357,0
1358,0
1359,0
1360,1
1361,0
1362,0
1363,0
1364,1
1365,1
1366,0
1367,0
1368,1
1369,0
1370,1
1371,0
1372,1
1373,1
1374,0
1375,0
1376,1
1377,0
1378,1
1379,1
1380,1
1381,1
1382,0
1383,0
1384,0
1385,1
1386,1
1387,1
1388,0
1389,1
1390,1
1391,1
1392,0
1393,1
1394,1
1395,0
1396,0
1397,1
1398,0
1399,0
1400,1
1401,1
1402,0
1403,0
1404,1
1405,1
1406,1
1407,1
1408,0
1409,0
1410,1
1411,0
1412,1
1413,1
1414,1
1415,0
1416,1
1417,1
1418,1
1419,0
1420,0
1421,1
1422,0
1423,0
1424,1
1425,0
1426,1
1427,1
1428,0
1429,1
1430,1
1431,1
1432,0
1433,0
1434,0
1435,0
1436,0
1437,0
1438,1
1439,1
1440,0
1441,0
1442,1
1443,1
1444,1
1445,0
1446,0
1447,1
1448,1
1449,1
1450,1
1451,1
1452,1
1453,1
1454,1
1455,0
1456,0
1457,0
1458,0
1459,0
1460,0
1461,1
1462,1
1463,0
1464,0
1465,1
1466,1
1467,1
1468,1
1469,1
1470,0
1471,0
1472,1
1473,1
1474,0
1475,0
1476,0
1477,1
1478,1
1479,1
1480,1
1481,1
1482,1
1483,0
1484,0
1485,1
1486,1
1487,1
1488,0
1489,0
1490,1
1491,0
1492,1
1493,0
1494,1
1495,0
1496,0
1497,1
1498,0
1499,0
1500,0
1501,1
1502,0
1503,0
1504,1
1505,0
1506,0
1507,0
1508,0
1509,0
1510,0
1511,1
1512,0
1513,1
1514,0
1515,0
1516,1
1517,1
1518,1
1519,1
1520,0
1521,0
1522,0
1523,1
1524,1
1525,1
1526,0
1527,0
1528,0
1529,1
1530,1
1531,0
1532,1
1533,0
1534,1
1535,1
1536,0
1537,1
1538,0
1539,0
1540,0
1541,0
1542,0
1543,1
1544,0
1545,1
1546,1
1547,0
1548,0
1549,1
1550,0
1551,0
1552,1
1553,0
1554,0
1555,1
1556,0
1557,0
1558,1
1559,0
1560,0
1561,0
1562,0
1563,0
1564,1
1565,0
1566,0
1567,1
1568,0
1569,1
1570,1
1571,0
1572,1
1573,0
1574,0
1575,1
1576,1
1577,1
1578,1
1579,1
1580,0
1581,1
1582,0
1583,1
1584,0
1585,1
1586,0
1587,0
1588,1
1589,0
1590,1
1591,1
1592,0
1593,1
1594,0
1595,1
1596,1
1597,1
1598,0
1599,0
1600,0
1601,0
1602,0
1603,0
1604,0
1605,1
1606,1
1607,1
1608,1
1609,1
1610,0
1611,0
1612,0
1613,0
1614,0
1615,1
1616,0
1617,1
1618,1
1619,0
1620,0
1621,0
1622,1
1623,0
1624,0
1625,0
1626,1
1627,0
1628,1
1629,0
1630,0
1631,0
1632,0
1633,1
1634,0
1635,0
1636,0
1637,0
1638,0
1639,1
1640,0
1641,0
1642,0
1643,1
1644,1
1645,1
1646,0
1647,1
1648,0
1649,1
1650,0
1651,1
1652,0
1653,0
1654,0
1655,0
1656,0
1657,1
1658,1
1659,1
1660,0
1661,0
1662,1
1663,0
1664,0
1665,0
1666,0
1667,1
1668,0
1669,1
1670,0
1671,0
1672,0
1673,0
1674,0
1675,0
1676,0
1677,1
1678,1
1679,0
1680,0
1681,1
1682,1
1683,1
1684,0
1685,1
1686,1
1687,1
1688,0
1689,1
1690,1
1691,0
1692,1
1693,0
1694,0
1695,0
1696,1
1697,0
1698,0
1699,1
1700,0
1701,0
1702,0
1703,0
1704,1
1705,0
1706,1
1707,1
1708,1
1709,0
1710,1
1711,0
1712,0
1713,1
1714,0
1715,1
1716,0
1717,0
1718,1
1719,0
1720,0
1721,1
1722,0
1723,0
1724,1
1725,0
1726,1
1727,0
1728,1
1729,1
1730,0
1731,0
1732,1
1733,0
1734,0
1735,1
1736,1
1737,1
1738,0
1739,0
1740,1
1741,1
1742,0
1743,0
1744,0
1745,1
1746,0
1747,0
1748,0
1749,0
1750,1
1751,0
1752,0
1753,0
1754,0
1755,0
1756,1
1757,1
1758,1
1759,1
1760,1
1761,0
1762,0
1763,1
1764,1
1765,0
1766,0
1767,0
1768,0
1769,0
1770,0
1771,1
1772,0
1773,0
1774,0
1775,1
1776,1
1777,1
1778,0
1779,1
1780,1
1781,0
1782,1
1783,1
1784,0
1785,1
1786,0
1787,1
1788,0
1789,1
1790,1
1791,1
1792,1
1793,1
1794,0
1795,1
1796,1
1797,0
1798,1
1799,1
1800,1
1801,0
1802,1
1803,0
1804,1
1805,1
1806,1
1807,1
1808,1
1809,1
1810,1
1811,1
1812,0
1813,0
1814,1
1815,1
1816,0
1817,1
1818,1
1819,0
1820,0
1821,1
1822,0
1823,1
1824,1
1825,1
1826,1
1827,0
1828,0
1829,1
1830,1
1831,0
1832,1
1833,0
1834,1
1835,0
1836,0
1837,0
1838,1
1839,1
1840,1
1841,0
1842,0
1843,1
1844,1
1845,0
1846,0
1847,1
1848,0
1849,0
1850,0
1851,1
1852,1
1853,1
1854,1
1855,1
1856,0
1857,0
1858,0
1859,1
1860,1
1861,0
1862,0
1863,1
1864,1
1865,0
1866,1
1867,0
1868,0
1869,1
1870,0
1871,1
1872,1
1873,1
1874,1
1875,0
1876,0
1877,1
1878,0
1879,1
1880,1
1881,1
1882,1
1883,1
1884,0
1885,0
1886,1
1887,0
1888,0
1889,0
1890,1
1891,1
1892,0
1893,0
1894,0
1895,0
1896,0
1897,1
1898,0
1899,1
1900,0
1901,0
1902,1
1903,1
1904,1
1905,0
1906,0
1907,1
1908,0
1909,1
1910,0
1911,0
1912,0
1913,0
1914,1
1915,1
1916,0
1917,1
1918,1
1919,0
1920,0
1921,1
1922,1
1923,1
1924,0
1925,1
1926,1
1927,1
1928,1
1929,1
1930,1
1931,1
1932,0
1933,1
1934,1
1935,0
1936,1
1937,1
1938,0
1939,0
1940,1
1941,0
1942,1
1943,0
1944,0
1945,0
1946,1
1947,1
1948,1
1949,0
1950,0
1951,0
1952,0
1953,1
1954,0
1955,0
1956,1
1957,0
1958,0
1959,0
1960,1
1961,1
1962,0
1963,1
1964,1
1965,0
1966,1
1967,1
1968,1
1969,0
1970,1
1971,0
1972,0
1973,1
1974,1
1975,0
1976,1
1977,1
1978,1
1979,1
1980,1
1981,0
1982,0
1983,1
1984,1
1985,0
1986,1
1987,1
1988,1
1989,1
1990,0
1991,1
1992,0
1993,1
1994,1
1995,1
1996,0
1997,0
1998,0
1999,1
2000,0
2001,0
2002,0
2003,0
2004,0
2005,0
2006,0
2007,0
2008,0
2009,1
2010,0
2011,0
2012,1
2013,0
2014,0
2015,1
2016,0
2017,0
2018,0
2019,1
2020,0
2021,0
2022,0
2023,1
2024,1
2025,0
2026,0
2027,1
2028,0
2029,0
2030,1
2031,1
2032,1
2033,0
2034,0
2035,0
2036,1
2037,0
2038,1
2039,0
2040,1
2041,1
2042,0
2043,0
2044,1
2045,1
2046,1
2047,1
2048,1
2049,1
2050,0
2051,1
2052,0
2053,1
2054,0
2055,0
2056,1
2057,1
2058,1
2059,1
2060,1
2061,1
2062,0
2063,0
2064,1
2065,0
2066,1
2067,0
2068,1
2069,0
2070,1
2071,0
2072,1
2073,1
2074,1
2075,0
2076,1
2077,0
2078,0
2079,1
2080,0
2081,1
2082,0
2083,0
2084,1
2085,1
2086,1
2087,1
2088,0
2089,1
2090,1
2091,1
2092,0
2093,1
2094,1
2095,1
2096,0
2097,0
2098,0
2099,1
2100,0
2101,0
2102,0
2103,0
2104,1
2105,0
2106,0
2107,0
2108,1
2109,1
2110,1
2111,1
2112,0
2113,1
2114,1
2115,1
2116,1
2117,1
2118,0
2119,0
2120,1
2121,1
2122,0
2123,1
2124,1
2125,1
2126,1
2127,0
2128,0
2129,0
2130,1
2131,0
2132,0
2133,0
2134,1
2135,0
2136,1
2137,0
2138,1
2139,1
2140,1
2141,1
2142,0
2143,0
2144,0
2145,1
2146,0
2147,1
2148,0
2149,1
2150,0
2151,0
2152,0
2153,0
2154,0
2155,1
2156,0
2157,1
2158,0
2159,0
2160,0
2161,1
2162,0
2163,1
2164,1
2165,0
2166,0
2167,1
2168,0
2169,1
2170,1
2171,0
2172,1
2173,1
2174,1
2175,0
2176,0
2177,1
2178,1
2179,1
2180,1
2181,1
2182,1
2183,0
2184,0
2185,1
2186,1
2187,1
2188,1
2189,1
2190,0
2191,0
2192,1
2193,0
2194,0
2195,1
2196,1
2197,1
2198,0
2199,0
2200,1
2201,0
2202,1
2203,1
2204,1
2205,0
2206,0
2207,0
2208,0
2209,1
2210,1
2211,1
2212,1
2213,0
2214,0
2215,1
2216,0
2217,1
2218,0
2219,0
2220,0
2221,0
2222,0
2223,0
2224,0
2225,0
2226,1
2227,1
2228,1
2229,0
2230,1
2231,1
2232,1
2233,1
2234,0
2235,0
2236,1
2237,0
2238,0
2239,0
2240,0
2241,1
2242,1
2243,0
2244,1
2245,1
2246,1
2247,0
2248,1
2249,1
2250,1
2251,1
2252,1
2253,0
2254,1
2255,0
2256,1
2257,1
2258,1
2259,0
2260,1
2261,0
2262,1
2263,1
2264,1
2265,1
2266,0
2267,0
2268,1
2269,1
2270,0
2271,0
2272,1
2273,0
2274,1
2275,1
2276,0
2277,1
2278,0
2279,1
2280,1
2281,0
2282,1
2283,1
2284,1
2285,0
2286,1
2287,0
2288,0
2289,0
2290,1
2291,0
2292,0
2293,0
2294,0
2295,0
2296,1
2297,0
2298,0
2299,0
2300,0
2301,1
2302,1
2303,1
2304,0
2305,0
2306,0
2307,1
2308,1
2309,1
2310,1
2311,0
2312,1
2313,0
2314,0
2315,0
2316,1
2317,1
2318,0
2319,1
2320,0
2321,1
2322,1
2323,0
2324,0
2325,0
2326,1
2327,0
2328,1
2329,1
2330,0
2331,1
2332,0
2333,0
2334,0
2335,1
2336,1
2337,0
2338,1
2339,0
2340,1
2341,1
2342,0
2343,0
2344,0
2345,1
2346,0
2347,0
2348,0
2349,0
2350,0
2351,1
2352,0
2353,1
2354,0
2355,0
2356,1
2357,0
2358,0
2359,0
2360,0
2361,0
2362,1
2363,0
2364,1
2365,0
2366,1
2367,0
2368,1
2369,0
2370,1
2371,0
2372,1
2373,0
2374,1
2375,1
2376,1
2377,0
2378,1
2379,0
2380,0
2381,0
2382,0
2383,0
2384,0
2385,1
2386,0
2387,1
2388,0
2389,1
2390,1
2391,0
2392,0
2393,0
2394,0
2395,1
2396,1
2397,1
2398,0
2399,0
2400,0
2401,0
2402,1
2403,1
2404,0
2405,0
2406,0
2407,1
2408,1
2409,1
2410,1
2411,0
2412,1
2413,1
2414,1
2415,1
2416,1
2417,0
2418,1
2419,0
2420,1
2421,1
2422,1
2423,1
2424,0
2425,0
2426,0
2427,0
2428,1
2429,0
2430,0
2431,0
2432,0
2433,1
2434,0
2435,1
2436,0
2437,1
2438,0
2439,0
2440,1
2441,1
2442,1
2443,0
2444,1
2445,1
2446,1
2447,0
2448,0
2449,0
2450,1
2451,0
2452,1
2453,1
2454,0
2455,1
2456,1
2457,0
2458,1
2459,1
2460,0
2461,0
2462,0
2463,1
2464,0
2465,1
2466,1
2467,0
2468,0
2469,1
2470,0
2471,1
2472,0
2473,0
2474,0
2475,0
2476,1
2477,1
2478,1
2479,1
2480,1
2481,0
2482,1
2483,1
2484,1
2485,1
2486,1
2487,1
2488,0
2489,0
2490,1
2491,1
2492,0
2493,1
2494,0
2495,0
2496,1
2497,0
2498,1
2499,0
2500,1
2501,1
2502,1
2503,1
2504,1
2505,1
2506,0
2507,0
2508,0
2509,0
2510,0
2511,0
2512,1
2513,0
2514,1
2515,0
2516,0
2517,1
2518,0
2519,1
2520,0
2521,1
2522,0
2523,0
2524,1
2525,1
2526,1
2527,0
2528,1
2529,0
2530,1
2531,0
2532,0
2533,1
2534,0
2535,0
2536,0
2537,0
2538,0
2539,0
2540,1
2541,1
2542,1
2543,0
2544,0
2545,1
2546,1
2547,0
2548,1
2549,1
2550,1
2551,1
2552,1
2553,0
2554,1
2555,0
2556,0
2557,0
2558,0
2559,1
2560,1
2561,1
2562,1
2563,0
2564,1
2565,1
2566,1
2567,0
2568,0
2569,1
2570,0
2571,1
2572,1
2573,1
2574,0
2575,1
2576,0
2577,0
2578,0
2579,1
2580,1
2581,1
2582,0
2583,1
2584,0
2585,1
2586,0
2587,0
2588,0
2589,1
2590,0
2591,0
2592,0
2593,0
2594,1
2595,0
2596,0
2597,0
2598,0
2599,1
2600,0
2601,0
2602,1
2603,1
2604,0
2605,1
2606,0
2607,1
2608,0
2609,0
2610,1
2611,0
2612,0
2613,0
2614,1
2615,0
2616,1
2617,0
2618,0
2619,0
2620,1
2621,0
2622,0
2623,0
2624,1
2625,0
2626,1
2627,1
2628,0
2629,1
2630,1
2631,0
2632,0
2633,1
2634,1
2635,1
2636,1
2637,1
2638,0
2639,1
2640,1
2641,0
2642,1
2643,0
2644,1
2645,0
2646,0
2647,1
2648,1
2649,0
2650,1
2651,0
2652,0
2653,1
2654,1
2655,0
2656,0
2657,0
2658,0
2659,0
2660,0
2661,1
2662,0
2663,1
2664,1
2665,1
2666,1
2667,0
2668,0
2669,1
2670,1
2671,1
2672,0
2673,0
2674,1
2675,0
2676,0
2677,0
2678,0
2679,0
2680,1
2681,1
2682,0
2683,0
2684,0
2685,1
2686,1
2687,1
2688,1
2689,1
2690,1
2691,0
2692,1
2693,1
2694,0
2695,0
2696,0
2697,0
2698,1
2699,0
2700,0
2701,1
2702,1
2703,0
2704,1
2705,0
2706,0
2707,0
2708,1
2709,0
2710,0
2711,0
2712,1
2713,1
2714,1
2715,0
2716,1
2717,0
2718,1
2719,1
2720,1
2721,1
2722,1
2723,0
2724,1
2725,1
2726,1
2727,0
2728,0
2729,0
2730,0
2731,0
2732,0
2733,1
2734,0
2735,0
2736,1
2737,1
2738,0
2739,1
2740,1
2741,1
2742,1
2743,1
2744,1
2745,0
2746,1
2747,1
2748,0
2749,1
2750,0
2751,0
2752,0
2753,0
2754,1
2755,1
2756,0
2757,0
2758,0
2759,0
2760,0
2761,0
2762,1
2763,0
2764,0
2765,1
2766,0
2767,0
2768,0
2769,1
2770,0
2771,1
2772,1
2773,0
2774,0
2775,0
2776,0
2777,0
2778,1
2779,1
2780,1
2781,1
2782,0
2783,1
2784,0
2785,0
2786,1
2787,0
2788,1
2789,0
2790,1
2791,0
2792,0
2793,1
2794,0
2795,1
2796,0
2797,1
2798,1
2799,1
2800,1
2801,1
2802,1
2803,1
2804,0
2805,1
2806,1
2807,1
2808,0
2809,0
2810,0
2811,0
2812,1
2813,1
2814,0
2815,0
2816,1
2817,0
2818,1
2819,0
2820,0
2821,0
2822,0
2823,1
2824,0
2825,0
2826,1
2827,0
2828,0
2829,0
2830,0
2831,0
2832,1
2833,1
2834,1
2835,0
2836,1
2837,0
2838,0
2839,1
2840,0
2841,0
2842,1
2843,1
2844,1
2845,0
2846,0
2847,0
2848,1
2849,1
2850,1
2851,0
2852,1
2853,1
2854,0
2855,1
2856,1
2857,1
2858,0
2859,0
2860,1
2861,1
2862,0
2863,0
2864,0
2865,0
2866,1
2867,0
2868,1
2869,0
2870,0
2871,1
2872,0
2873,1
2874,1
2875,1
2876,1
2877,1
2878,0
2879,1
2880,1
2881,1
2882,0
2883,0
2884,0
2885,0
2886,0
2887,0
2888,0
2889,0
2890,0
2891,1
2892,1
2893,1
2894,1
2895,0
2896,0
2897,1
2898,0
2899,0
2900,1
2901,0
2902,0
2903,0
2904,0
2905,0
2906,0
2907,0
2908,1
2909,0
2910,0
2911,1
2912,0
2913,1
2914,0
2915,0
2916,1
2917,0
2918,0
2919,0
2920,1
2921,0
2922,0
2923,0
2924,1
2925,1
2926,1
2927,1
2928,1
2929,1
2930,0
2931,1
2932,0
2933,0
2934,0
2935,0
2936,0
2937,1
2938,1
2939,0
2940,1
2941,1
2942,0
2943,1
2944,1
2945,1
2946,0
2947,1
2948,0
2949,1
2950,1
2951,0
2952,0
2953,0
2954,1
2955,0
2956,1
2957,1
2958,0
2959,1
2960,0
2961,1
2962,0
2963,0
2964,0
2965,0
2966,1
2967,0
2968,0
2969,0
2970,0
2971,1
2972,1
2973,0
2974,1
2975,0
2976,1
2977,0
2978,1
2979,1
2980,0
2981,0
2982,0
2983,0
2984,1
2985,1
2986,1
2987,0
2988,0
2989,1
2990,0
2991,1
2992,1
2993,0
2994,0
2995,1
2996,1
2997,1
